adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks	pubfloatusd	floatdate	floataxis	floatmems
0001688568-19-000008	1688568	DXC TECHNOLOGY CO	7374	US	VA	TYSONS	22102	1775 TYSONS BOULEVARD		7032459675	US	VA	TYSONS	22102	1775 TYSONS BOULEVARD		US	NV	611800317	EVERETT SPINCO, INC.	20161026	1-LAF	0	0331	10-Q	20181231	2019	Q3	20190208	2019-02-08 17:28:00.0	0	1	dxc-20181231.xml	1					
0001688757-19-000013	1688757	ESTABLISHMENT LABS HOLDINGS INC.	3842	VG		TORTOLA	VG1110	PO BOX 3140, COMMERCE HOUSE	WICKHAMS CAY 1, ROAD TOWN	50624342400	VG		TORTOLA	VG1110	PO BOX 3140, COMMERCE HOUSE	WICKHAMS CAY 1, ROAD TOWN			981436377			4-NON	0	1231	10-K	20181231	2018	FY	20190320	2019-03-20 17:16:00.0	0	1	esta-20181231.xml	1		157196608.00	20180719		
0001688852-19-000007	1688852	SAFETY, INCOME & GROWTH, INC.	6519	US	NY	NEW YORK	10036	1114 AVENUE OF THE AMERICAS		212-930-9400	US	NY	NEW YORK	10036	1114 AVENUE OF THE AMERICAS		US	MD	814253271	SAFETY INCOME & GROWTH REIT, INC.	20161031	4-NON	0	1231	10-K	20181231	2018	FY	20190214	2019-02-14 14:39:00.0	0	1	safe-20181231.xml	1		189000000.00	20180630		
0001689796-19-000004	1689796	JBG SMITH PROPERTIES	6798	US	MD	CHEVY CHASE	20815	4445 WILLARD AVENUE	SUITE 400	240-333-3600	US	MD	CHEVY CHASE	20815	4445 WILLARD AVENUE	SUITE 400	US	MD	814307010	VORNADO DC SPINCO	20161109	1-LAF	0	1231	10-K	20181231	2018	FY	20190226	2019-02-26 16:17:00.0	0	1	jbgs-20181231.xml	1		4143697408.00	20180630		
0001689813-19-000014	1689813	BIOHAVEN PHARMACEUTICAL HOLDING CO LTD.	2834	US	CT	NEW HAVEN	06510	215 CHURCH STREET		203-404-0410	US	CT	NEW HAVEN	06510	215 CHURCH STREET		VG		000000000			1-LAF	0	1231	10-K	20181231	2018	FY	20190228	2019-02-28 17:22:00.0	0	1	bhvn-20181231_htm.xml	1		1584999936.00	20180629		
0001689923-19-000006	1689923	ALTERYX, INC.	7372	US	CA	IRVINE	92612	3345 MICHELSON DRIVE	SUITE 400	(888) 836-4274	US	CA	IRVINE	92612	3345 MICHELSON DRIVE	SUITE 400	US	DE	900673106			1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 16:45:00.0	0	1	ayx-20181231.xml	1		1200000000.00	20180629		
0001690820-19-000024	1690820	CARVANA CO.	5500	US	AZ	TEMPE	85281	1930 W. RIO SALADO PARKWAY		(480) 719-8809	US	AZ	TEMPE	85281	1930 W. RIO SALADO PARKWAY		US	DE	814549921			1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:43:00.0	0	1	cvna-20181231_htm.xml	1		1300000000.00	20180630		
0001691303-19-000007	1691303	WARRIOR MET COAL, INC.	1220	US	AL	BROOKWOOD	35444	16243 HIGHWAY 216		2055546150	US	AL	BROOKWOOD	35444	16243 HIGHWAY 216		US	DE	810706839	WARRIOR MET COAL, LLC	20161201	1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:47:00.0	0	1	hcc-20181231.xml	1		1200000000.00	20180630		
0001692063-19-000043	1692063	SCHNEIDER NATIONAL, INC.	4213	US	WI	GREEN BAY	54313	3101 SOUTH PACKERLAND DRIVE		920-592-2000	US	WI	GREEN BAY	54313	3101 SOUTH PACKERLAND DRIVE		US	WI	391258315			1-LAF	1	1231	10-K	20181231	2018	FY	20190226	2019-02-26 11:19:00.0	0	1	sndr-20181231.xml	1		1300000000.00	20180629		
0001692115-19-000013	1692115	SOUTHWEST GAS HOLDINGS, INC.	4923	US	NV	LAS VEGAS	89150-0002	C/O SOUTHWEST GAS CORPORATION	5241 SPRING MOUNTAIN ROAD	702-876-7120	US	NV	LAS VEGAS	89150-0002	C/O SOUTHWEST GAS CORPORATION	5241 SPRING MOUNTAIN ROAD	US	CA	813881866			1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 09:54:00.0	0	1	swx-20181231.xml	2	92416	3746859520.00	20180630		
0001692412-19-000010	1692412	PLAYA HOTELS & RESORTS N.V.	7011	NL		AMSTERDAM	1097 JB	PRINS BERNHARDPLEIN 200	1097 JB	31-208-081-081	NL		AMSTERDAM	1097 JB	PRINS BERNHARDPLEIN 200	1097 JB	NL		000000000	PORTO HOLDCO B.V.	20161215	2-ACC	0	1231	10-K	20181231	2018	FY	20190228	2019-02-28 16:03:00.0	0	1	plya-20181231.xml	1		609299968.00	20180630		
0001692427-19-000012	1692427	NCS MULTISTAGE HOLDINGS, INC.	1389	US	TX	HOUSTON	77070	19450 STATE HIGHWAY 249	SUITE 200	281-453-2222	US	TX	HOUSTON	77070	19450 STATE HIGHWAY 249	SUITE 200	US	TX	461527455			3-SRA	0	1231	10-K	20181231	2018	FY	20190308	2019-03-08 17:19:00.0	0	1	ncsm-20181231.xml	1		173200000.00	20180630		
0001692819-19-000005	1692819	VISTRA ENERGY CORP.	4911	US	TX	IRVING	75039	6555 SIERRA DRIVE		(214) 812-4600	US	TX	IRVING	75039	6555 SIERRA DRIVE		US	DE	364833255	VISTRA ENERGY CORP	20161221	1-LAF	0	1231	10-K	20181231	2018	FY	20190228	2019-02-28 16:48:00.0	0	1	vistra-20181231.xml	1		8592448512.00	20180630		
0001692951-19-000005	1692951	COTTONWOOD COMMUNITIES, INC.	6798	US	UT	SALT LAKE CITY	84121	6340 SOUTH 3000 EAST	SUITE 500	801-278-0700	US	UT	SALT LAKE CITY	84121	6340 SOUTH 3000 EAST	SUITE 500	US	MD	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190329	2019-03-29 16:23:00.0	0	1	cci-20181231.xml	1		0.00	20180630		
0001692981-19-000007	1692981	AURA ENERGY INC.	2400	CN		YANG GU AO TOWN	4	LEI FENG VILLAGE,UNIT4,NO.20	HUNAN PROVINCE, LONGHUI COUNTY	14245321540	CN		YANG GU AO TOWN	4	LEI FENG VILLAGE,UNIT4,NO.20	HUNAN PROVINCE, LONGHUI COUNTY	US	NV	000000000	ARCOM	20161222	5-SML	0	1031	10-K	20181031	2018	FY	20190211	2019-02-11 15:21:00.0	1	1	none-20181031.xml	1		0.00	20181031		
0001692981-19-000009	1692981	AURA ENERGY INC.	2400	CN		YANG GU AO TOWN	4	LEI FENG VILLAGE,UNIT4,NO.20	HUNAN PROVINCE, LONGHUI COUNTY	14245321540	CN		YANG GU AO TOWN	4	LEI FENG VILLAGE,UNIT4,NO.20	HUNAN PROVINCE, LONGHUI COUNTY	US	NV	000000000	ARCOM	20161222	5-SML	0	1031	10-K/A	20181031	2018	FY	20190221	2019-02-21 14:19:00.0	0	1	none-20181031.xml	1		0.00	20181031		
0001692981-19-000012	1692981	AURA ENERGY INC.	2400	CN		YANG GU AO TOWN	4	LEI FENG VILLAGE,UNIT4,NO.20	HUNAN PROVINCE, LONGHUI COUNTY	14245321540	CN		YANG GU AO TOWN	4	LEI FENG VILLAGE,UNIT4,NO.20	HUNAN PROVINCE, LONGHUI COUNTY	US	NV	000000000	ARCOM	20161222	5-SML	0	1031	10-Q	20190131	2019	Q1	20190315	2019-03-15 09:11:00.0	0	0	none-20190131.xml	1					
0001693317-19-000002	1693317	CHENIERE CORPUS CHRISTI HOLDINGS, LLC	4924	US	TX	HOUSTON	77002	700 MILAM STREET	SUITE 1900	713-375-5000	US	TX	HOUSTON	77002	700 MILAM STREET	SUITE 1900	US	DE	471929160			4-NON	0	1231	10-K	20181231	2018	FY	20190226	2019-02-25 17:34:00.0	0	1	cch-20181231.xml	4	1693288 1693307 1693287	0.00	20181231		
0001694028-19-000015	1694028	LIBERTY OILFIELD SERVICES INC.	1389	US	CO	DENVER	80202	950 17TH STREET	SUITE 2400	(303) 515-2800	US	CO	DENVER	80202	950 17TH STREET	SUITE 2400			814891595			4-NON	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 14:15:00.0	0	1	lbrt-20181231.xml	1		780000000.00	20180629		
0001694187-19-000026	1694187	NEON THERAPEUTICS, INC.	2836	US	MA	CAMBRIDGE	02139	40 ERIE STREET	SUITE 110	617-337-4701	US	MA	CAMBRIDGE	02139	40 ERIE STREET	SUITE 110	US	DE	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190311	2019-03-11 17:23:00.0	0	1	ntgn-20181231.xml	1		220535040.00	20180629		
0001694426-19-000021	1694426	DELEK US HOLDINGS, INC.	2911	US	TN	BRENTWOOD	37027	7102 COMMERCE WAY		615-721-3715	US	TN	BRENTWOOD	37027	7102 COMMERCE WAY		US	DE	352581557	DELEK HOLDCO, INC.	20170111	1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 17:00:00.0	0	1	dk-10kx123118q4_htm.xml	1		4173499392.00	20180630		
0001694665-19-000013	1694665	EVELO BIOSCIENCES, INC.	2834	US	MA	CAMBRIDGE	02139	620 MEMORIAL DRIVE	SUITE 200 WEST	617 870 8281	US	MA	CAMBRIDGE	02139	620 MEMORIAL DRIVE	SUITE 200 WEST	US	DE	465594527			4-NON	0	1231	10-K	20181231	2018	FY	20190215	2019-02-15 16:21:00.0	0	1	evlo-20181231.xml	1		158000000.00	20180630		
0001696195-19-000003	1696195	KINETIC GROUP INC.	7310	US	FL	ORLANDO	32826	12001 RESEARCH PARKWAY, SUITE 236		(407) 604-1454	US	FL	ORLANDO	32826	12001 RESEARCH PARKWAY, SUITE 236		US	NV	474685650			5-SML	0	0930	10-Q	20181231	2018	Q1	20190206	2019-02-06 14:54:00.0	0	0	knit-20181231.xml	1		39125.00	20181231		
0001697500-19-000009	1697500	SOLARIS OILFIELD INFRASTRUCTURE, INC.	3533	US	TX	HOUSTON	77024	9811 KATY FREEWAY	SUITE 900	(281)501-3070	US	TX	HOUSTON	77024	9811 KATY FREEWAY	SUITE 900	US	DE	000000000			2-ACC	0	1231	10-K	20181231	2018	FY	20190227	2019-02-27 16:51:00.0	0	1	soi-20181231.xml	1		373490560.00	20180630		
0001698530-19-000015	1698530	EXICURE, INC.	2834	US	IL	SKOKIE	60077	8045 LAMON AVE, SUITE 410		847-673-1700	US	IL	SKOKIE	60077	8045 LAMON AVE, SUITE 410		US	DE	815333008	MAX-1 ACQUISITION CORP	20170221	4-NON	0	1231	10-K	20181231	2018	FY	20190308	2019-03-08 17:21:00.0	0	1	xcur-20181231.xml	1		117600000.00	20180630		
0001698990-19-000006	1698990	MAGNOLIA OIL & GAS CORP	1311	US	TX	HOUSTON	77046	NINE GREENWAY PLAZA	SUITE 1300	713-842-9050	US	TX	HOUSTON	77046	NINE GREENWAY PLAZA	SUITE 1300	US	DE	815365682	MAGNOLIA OIL & GAS	20180801	1-LAF	0	1231	10-K	20181231	2018	FY	20190227	2019-02-27 17:14:00.0	0	1	mgy-20181231.xml	1		704800000.00	20180629		
0001699039-19-000012	1699039	RANGER ENERGY SERVICES, INC.	1389	US	TX	HOUSTON	77024	800 GESSNER, SUITE 1000		(713) 935-8900	US	TX	HOUSTON	77024	800 GESSNER, SUITE 1000		US	DE	815449572			5-SML	0	1231	10-K	20181231	2018	FY	20190306	2019-03-06 17:27:00.0	0	1	rngr-20181231.xml	1		51400000.00	20180630		
0001699709-19-000004	1699709	YIJIA GROUP CORP	5130	HK		KOWLOON	999077	UNIT  304-307A, 3/F HOUSTON CENTER	NO. 63 MODY ROAD	85225565499	HK		KOWLOON	999077	UNIT  304-307A, 3/F HOUSTON CENTER	NO. 63 MODY ROAD			352583762	SOLDINO GROUP CORP	20170303	5-SML	0	0430	10-Q	20190131	2019	Q3	20190315	2019-03-15 15:28:00.0	0	1	none-20190131.xml	1					
0001700844-19-000008	1700844	UNEX HOLDINGS INC.	8700	BG		BURGAS	8000	UL. SVETI KLIMENT OHRIDSKI 27, APT. 8		00359-884303333	BG		BURGAS	8000	UL. SVETI KLIMENT OHRIDSKI 27, APT. 8		US	NV	981353613			5-SML	0	0831	10-Q	20190228	2019	Q2	20190307	2019-03-06 21:16:00.0	0	0	unex-20190228.xml	1					
0001700849-19-000002	1700849	VADO CORP.	2390	SK		NITRA	94901	DLHA 816/9		(421)-372302900	SK		NITRA	94901	DLHA 816/9		US	NV	300968244			5-SML	0	1130	10-K	20181130	2018	FY	20190211	2019-02-11 08:46:00.0	0	0	vado-20181130.xml	1		0.00	20180531		
0001700849-19-000004	1700849	VADO CORP.	2390	SK		NITRA	94901	DLHA 816/9		(421)-372302900	SK		NITRA	94901	DLHA 816/9		US	NV	300968244			5-SML	0	1130	10-Q	20190228	2019	Q1	20190327	2019-03-27 08:38:00.0	0	0	vado-20190228.xml	1					
0001701605-19-000021	1701605	BAKER HUGHES A GE CO	3533	US	TX	HOUSTON	77073	17021 ALDINE WESTFIELD ROAD		713-439-8600	US	TX	HOUSTON	77073	17021 ALDINE WESTFIELD ROAD		US	DE	814403168	BEAR NEWCO, INC.	20170321	1-LAF	1	1231	10-K	20181231	2018	FY	20190219	2019-02-19 16:56:00.0	0	1	bhge-20181231.xml	1		12108398592.00	20180630		
0001702744-19-000004	1702744	SIMPLY GOOD FOODS CO	2000	US	CO	DENVER	80202	1225 17TH STREET	SUITE 1000	303-633-2840	US	CO	DENVER	80202	1225 17TH STREET	SUITE 1000	US	DE	000000000			2-ACC	0	0831	10-Q	20181130	2019	Q1	20190103	2019-01-03 13:57:00.0	0	1	atk-20181124.xml	1					
0001703056-19-000042	1703056	ADT INC.	7381	US	FL	BOCA RATON	33431	1501 YAMATO ROAD		212-515-3200	US	FL	BOCA RATON	33431	1501 YAMATO ROAD		US	DE	474116383	ADT, INC.	20170928	4-NON	1	1231	10-K	20181231	2018	FY	20190311	2019-03-11 16:28:00.0	0	1	adtinc10-k12x31x2018_htm.xml	1		909112256.00	20180630		
0001703157-19-000003	1703157	SECURETECH INNOVATIONS, INC.	3714	US	MN	ROSEVILLE	55113	2355 HIGHWAY 36 WEST, SUITE 400		612-317-8990	US	MN	ROSEVILLE	55113	2355 HIGHWAY 36 WEST, SUITE 400		US	WY	820972782	SECURETECH, INC.	20170406	4-NON	0	1231	10-K	20181231	2018	FY	20190219	2019-02-19 08:45:00.0	0	1	sctf-20181231.xml	1		1200090.00	20180630		
0001703429-19-000002	1582586	CHINA SOAR INFORMATION TECHNOLOGY, INC.	6770	HK		NORTH POINT	00000	RM 803,8/F.,K.WAH CENTRE,191 JAVA ROAD		852-6688-3925	HK		NORTH POINT	00000	RM 803,8/F.,K.WAH CENTRE,191 JAVA ROAD		US	DE	000000000	GO PUBLIC II INC.	20130725	4-NON	0	0731	10-Q	20190131	2019	Q2	20190325	2019-03-25 15:48:00.0	0	0	chinasoar-20190131.xml	1		2039.00	20190325		
0001703625-19-000005	1703625	BELISS CORP.	7310	IN		CHENNAI	600073	10A, PTC COLONY,5 STREET,SEMBAKKAM		16208783025	IN		CHENNAI	600073	10A, PTC COLONY,5 STREET,SEMBAKKAM		US	NV	000000000			5-SML	0	0430	10-Q	20190131	2019	Q3	20190315	2019-03-15 12:08:00.0	0	1	none-20190131.xml	1					
0001703644-19-000033	1703644	GRANITE POINT MORTGAGE TRUST INC.	6798	US	NY	NEW YORK	10022	590 MADISON AVENUE	36TH FLOOR	(212) 364-3200	US	NY	NEW YORK	10022	590 MADISON AVENUE	36TH FLOOR	US	MD	000000000			1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 15:27:00.0	0	1	gpmt1231201810kdocument_htm.xml	1		780300032.00	20180630		
0001704235-19-000033	1704235	QUINTANA ENERGY SERVICES INC.	1389	US	TX	HOUSTON	77002	1415 LOUISIANA STREET	SUITE 2900	713-751-7585	US	TX	HOUSTON	77002	1415 LOUISIANA STREET	SUITE 2900	US	DE	000000000	QUINTANA ENERGY SERVICES, INC.	20170419	4-NON	0	1231	10-K	20181231	2018	FY	20190308	2019-03-07 18:52:00.0	0	1	qes-20181231.xml	1		65000000.00	20180630		
0001704720-19-000012	1704720	CANNAE HOLDINGS, INC.	5810	US	NV	LAS VEGAS	89134	C/O CANNAE HOLDINGS, INC.	1701 VILLAGE CENTER CIRCLE	702-323-7334	US	NV	LAS VEGAS	89134	C/O CANNAE HOLDINGS, INC.	1701 VILLAGE CENTER CIRCLE	US	DE	821273460			1-LAF	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 14:58:00.0	0	1	fnf-20181231.xml	1		1246373504.00	20180630		
0001705110-19-000002	1705110	ANGI HOMESERVICES INC.	7310	US	NY	NEW YORK	10011	555 WEST 18TH STREET		2123147230	US	NY	NEW YORK	10011	555 WEST 18TH STREET		US	DE	821204801	HALO TOPCO, INC.	20170427	1-LAF	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 16:56:00.0	0	1	angi-20181231.xml	1		998509376.00	20180630		
0001705682-19-000005	1705682	VENATOR MATERIALS PLC	2810	GB		WYNYARD PARK, STOCKTON-ON-TEES	TS22 5FD	TITANIUM HOUSE, HANZARD DRIVE		44 (0) 1740 608 001	GB		WYNYARD PARK, STOCKTON-ON-TEES	TS22 5FD	TITANIUM HOUSE, HANZARD DRIVE				981373159			1-LAF	0	1231	10-K	20181231	2018	FY	20190220	2019-02-20 17:20:00.0	0	1	vntr-20181231.xml	1		811784384.00	20180630		
0001705696-19-000064	1705696	VICI PROPERTIES INC.	6798	US	NY	NEW YORK	10022	430 PARK AVENUE,  8TH FLOOR		(646) 949-4631	US	NY	NEW YORK	10022	430 PARK AVENUE,  8TH FLOOR		US	MD	814177147			1-LAF	1	1231	10-K	20181231	2018	FY	20190214	2019-02-14 16:35:00.0	0	1	vici201810-k_htm.xml	1		7600000000.00	20180629		
0001705873-19-000016	1705873	BERRY PETROLEUM CORP	1311	US	TX	DALLAS	75248	16000 N. DALLAS PKWY, STE 100		214-453-2920	US	TX	DALLAS	75248	16000 N. DALLAS PKWY, STE 100		US	DE	815410470			4-NON	0	1231	10-K	20181231	2018	FY	20190308	2019-03-07 17:58:00.0	0	1	bry-20181231.xml	1		0.00	20180630		
0001706397-19-000002	1127703	PROASSURANCE CORP	6331	US	AL	BIRMINGHAM	35209	100 BROOKWOOD PLACE		2058774400							US	DE	631261433			1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:34:00.0	0	1	pra-20181231.xml	1		1865211264.00	20180630		
0001707092-19-000004	1707092	DELPHI TECHNOLOGIES PLC	3714	GB		LONDON	EC2R 7HJ	ONE ANGEL COURT	10TH FLOOR	011-44-020-305-74300	GB		LONDON	EC2R 7HJ	ONE ANGEL COURT	10TH FLOOR	JE		981367514	DELPHI JERSEY HOLDINGS PLC	20170518	1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-21 16:03:00.0	0	1	dlph-20181231.xml	1		3985077504.00	20180630		
0001708035-19-000005	1708035	PQ GROUP HOLDINGS INC.	2800	US	PA	MALVERN	19355	300 LINDENWOOD DRIVE		610-651-4400	US	PA	MALVERN	19355	300 LINDENWOOD DRIVE		US	DE	813406833			1-LAF	0	1231	10-K	20181231	2018	FY	20190301	2019-03-01 16:54:00.0	0	1	pqg-20181231.xml	1		711130240.00	20180629		
0001708055-19-000005	1708055	RIBBON COMMUNICATIONS INC.	7373	US	MA	WESTFORD	01886	4 TECHNOLOGY PARK DRIVE		978-614-8090	US	MA	WESTFORD	01886	4 TECHNOLOGY PARK DRIVE		US	DE	821669692	SONUS NETWORKS, INC.	20171027	2-ACC	0	1231	10-K	20181231	2018	FY	20190304	2019-03-04 16:44:00.0	1	1	sons-20181231.xml	1		363563008.00	20180629		
0001708055-19-000007	1708055	RIBBON COMMUNICATIONS INC.	7373	US	MA	WESTFORD	01886	4 TECHNOLOGY PARK DRIVE		978-614-8090	US	MA	WESTFORD	01886	4 TECHNOLOGY PARK DRIVE		US	DE	821669692	SONUS NETWORKS, INC.	20171027	2-ACC	0	1231	10-K/A	20181231	2018	FY	20190305	2019-03-05 09:40:00.0	0	1	sons-20181231.xml	1		363563008.00	20180629		
0001708301-19-000007	1708301	BP MIDSTREAM PARTNERS LP	4610	US	TX	HOUSTON	77079	501 WESTLAKE PARK BLVD		(281) 366-2000	US	TX	HOUSTON	77079	501 WESTLAKE PARK BLVD		US	DE	821646447			1-LAF	1	1231	10-K	20181231	2018	FY	20190228	2019-02-28 08:04:00.0	0	1	bpmp-20181231.xml	1		1003000000.00	20180629		
0001708405-19-000011	1708405	TREMONT MORTGAGE TRUST	6798	US	MA	NEWTON	02458	TWO NEWTON PLACE, 255 WASHINGTON STREET	SUITE 300	(617) 658-0755	US	MA	NEWTON	02458	TWO NEWTON PLACE, 255 WASHINGTON STREET	SUITE 300	US	MD	821719041			4-NON	0	1231	10-K	20181231	2018	FY	20190208	2019-02-07 18:50:00.0	0	1	trmt-20181231.xml	1		32900000.00	20180629		
0001709164-19-000004	1709164	HAMILTON BEACH BRANDS HOLDING CO	3634	US	VA	GLEN ALLEN	23060	4421 WATERFRONT DRIVE		804-273-9777	US	VA	GLEN ALLEN	23060	4421 WATERFRONT DRIVE		US	DE	311236686			4-NON	0	1231	10-K	20181231	2018	FY	20190306	2019-03-06 17:09:00.0	0	1	hbb-20181231.xml	1		200368896.00	20180630		
0001710155-19-000016	1710155	NATIONAL VISION HOLDINGS, INC.	3851	US	GA	DULUTH	30096-4980	2435 COMMERCE AVENUE	BLDG. 2200	(770) 822-3600	US	GA	DULUTH	30096-4980	2435 COMMERCE AVENUE	BLDG. 2200	US	DE	464841717			1-LAF	1	1231	10-K	20181231	2018	FY	20190227	2019-02-27 08:27:00.0	0	1	eye-20181229.xml	1		1300000000.00	20180630		
0001710366-19-000005	1710366	CONSOL ENERGY INC.	1220	US	PA	CANONSBURG	15317	1000 CONSOL ENERGY DRIVE	SUITE #100	724-485-3300	US	PA	CANONSBURG	15317	1000 CONSOL ENERGY DRIVE	SUITE #100	US	DE	000000000	CONSOL MINING CORP	20170626	1-LAF	1	1231	10-K	20181231	2018	FY	20190208	2019-02-08 07:48:00.0	0	1	ceix-20181231.xml	1		1067502592.00	20180630		
0001710583-19-000010	1710583	SWITCH, INC.	7370	US	NV	LAS VEGAS	89118	7135 SOUTH DECATUR BOULEVARD		(702) 444-4111	US	NV	LAS VEGAS	89118	7135 SOUTH DECATUR BOULEVARD		US	NV	821883953			2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:23:00.0	0	1	swch-20181231.xml	1		553900032.00	20180629		
0001711269-19-000013	1711269	EVERGY, INC.	4931	US	MO	KANSAS CITY	64105	1200 MAIN STREET		8165562200	US	MO	KANSAS CITY	64105	1200 MAIN STREET		US	MO	822733395	MONARCH ENERGY HOLDING, INC.	20170707	1-LAF	1	1231	10-K	20181231	2018	FY	20190222	2019-02-21 18:11:00.0	0	1	evrg-20181231.xml	3	54507 54476	15236579328.00	20180630		
0001711291-19-000019	1711291	CURO GROUP HOLDINGS CORP.	6199	US	KS	WICHITA	67205	3527 NORTH RIDGE ROAD		316 425 1410	US	KS	WICHITA	67205	3527 NORTH RIDGE ROAD		US	DE	900934597			2-ACC	0	1231	10-K	20181231	2018	FY	20190318	2019-03-18 16:47:00.0	0	1	curo-20181231.xml	1		423091840.00	20180629		
0001712184-19-000039	1712184	LIBERTY LATIN AMERICA LTD.	4841	US	CO	DENVER	80202	1550 WEWATTA STREET	SUITE 1000	303-220-6600	US	CO	DENVER	80202	1550 WEWATTA STREET	SUITE 1000	BM		000000000	LATAM SPLITCO LTD.	20170718	1-LAF	1	1231	10-K	20181231	2018	FY	20190221	2019-02-20 19:41:00.0	0	1	llaform10-k2018annualr_htm.xml	1		3100000000.00	20180630		
0001712356-19-000013	1712356	HYDRO ONE LTD	4911	CA	ON	TORONTO	M5G 2P5	483 BAY STREET, 8TH FLOOR, SOUTH TOWER		416-345-1366	CA	ON	TORONTO	M5G 2P5	483 BAY STREET, 8TH FLOOR, SOUTH TOWER		CA	ON	000000000				0	1231	40-F	20181231	2018	FY	20190328	2019-03-28 09:15:00.0	0	1	ck0001114445-20181231.xml	1					
0001712923-19-000008	1712923	GREENSKY, INC.	7389	US	GA	ATLANTA	30342	5565 GLENRIDGE CONNECTOR	SUITE 700	678-264-6105	US	GA	ATLANTA	30342	5565 GLENRIDGE CONNECTOR	SUITE 700	US	DE	822135346			4-NON	0	1231	10-K	20181231	2018	FY	20190315	2019-03-15 12:35:00.0	0	1	gsky-20181231.xml	1		1192694400.00	20180629		
0001713407-19-000006	1713407	OAKTREE REAL ESTATE INCOME TRUST, INC.	6798	US	CA	LOS ANGELES	90071	C/O OAKTREE FUND ADVISORS, LLC	333 S. GRAND AVENUE, 28TH FLOOR	213-830-6300	US	CA	LOS ANGELES	90071	C/O OAKTREE FUND ADVISORS, LLC	333 S. GRAND AVENUE, 28TH FLOOR			822365593			4-NON	0	1231	10-K	20181231	2018	FY	20190322	2019-03-22 12:06:00.0	0	1	oak-20181231.xml	1		0.00	20181231		
0001713683-19-000006	1713683	ZSCALER, INC.	7371	US	CA	SAN JOSE	95134	110 ROSE ORCHARD WAY		(408) 533-0288	US	CA	SAN JOSE	95134	110 ROSE ORCHARD WAY		US	DE	261173892			4-NON	0	0731	10-Q	20190131	2019	Q2	20190306	2019-03-06 16:21:00.0	0	1	zs-20190131_htm.xml	1					
0001714379-19-000002	1714379	TIBURON INTERNATIONAL TRADING CORP.	5080	CN		CHANGCHUN, JILIN PROVINCE	13051	XINKAICUN, GROUP 5, WEIZIGOUZHEN, JIUTAI		0085-28170-3801	CN		CHANGCHUN, JILIN PROVINCE	13051	XINKAICUN, GROUP 5, WEIZIGOUZHEN, JIUTAI		US	NV	981350973			5-SML	0	0131	10-K	20190131	2019	FY	20190329	2019-03-29 06:38:00.0	0	0	tiburon-20190131.xml	1		0.00	20180731		
0001714899-19-000015	1714899	DENALI THERAPEUTICS INC.	2836	US	CA	SOUTH SAN FRANCISCO	94080	151 OYSTER POINT BLVD.	2ND FLOOR	(650) 866-8548	US	CA	SOUTH SAN FRANCISCO	94080	151 OYSTER POINT BLVD.	2ND FLOOR	US	DE	463872213			2-ACC	1	1231	10-K	20181231	2018	FY	20190312	2019-03-12 16:47:00.0	0	1	dnli-20181231_htm.xml	1		489400000.00	20180629		
0001714973-19-000013	1714973	KINDER MORGAN CANADA LTD	4610	CA	AB	CALGARY	T2P5J2	300 5TH AVENUE SW, SUITE 2700		713-369-9488	CA	AB	CALGARY	T2P5J2	300 5TH AVENUE SW, SUITE 2700		CA	AB	000000000			4-NON	0	1231	10-K	20181231	2018	FY	20190219	2019-02-19 07:05:00.0	0	1	kml-20181231_htm.xml	1		1653298560.00	20170630		
0001715629-19-000003	1715629	RANGERS SUB I, LLC	6798	US	MD	BETHESDA	20814	3 BETHESDA METRO CENTER, SUITE 1000		301-280-7777	US	MD	BETHESDA	20814	3 BETHESDA METRO CENTER, SUITE 1000		US	MD	000000000	FELCOR LODGING L P	19980814	4-NON	1	1231	10-K	20181231	2018	FY	20190301	2019-03-01 15:33:00.0	0	1	rlj-20181231.xml	2	1048789	0.00	20181231		
0001716697-19-000002	1716697	FIRST CHOICE BANCORP	6022	US	CA	CERRITOS	90703	17785 CENTER COURT DRIVE N., SUITE 750		562-345-9092	US	CA	CERRITOS	90703	17785 CENTER COURT DRIVE N., SUITE 750		US	CA	822711227			4-NON	0	1231	10-K	20181231	2018	FY	20190325	2019-03-25 16:31:00.0	0	1	fcbp-20181231.xml	1		175155648.00	20180630		
